School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Hayti,17.37,5.8,23.17,1,10,1
Monroe City,13.14,8.73,21.87,2,6,2
Mid-Buchanan,10.44,10.1,20.55,3,3,3
East Buchanan,7.25,12.01,19.26,5,1,4
Penney,6.69,11.34,18.03,6,2,5
Windsor,7.68,8.78,16.46,4,4,6
Skyline,5.17,5.94,11.12,8,9,7
Thayer,2.46,6.77,9.23,10,7,8
West Platte,0.87,6.46,7.33,11,8,9
Marceline,-1.98,8.77,6.79,17,5,10
Marionville,0.51,3.16,3.67,12,12,11
Mark Twain,-3.92,5.29,1.37,20,11,12
Fayette,5.61,-5.66,-0.05,7,28,13
Gallatin,-1.96,1.77,-0.19,16,14,14
Scott City,-0.0,-1.43,-1.44,13,17,15
University Academy Charter,2.59,-4.43,-1.84,9,24,16
Highland,-0.37,-1.86,-2.23,14,19,17
Adrian,-2.73,-1.1,-3.83,18,16,18
St. Vincent,-3.5,-3.3,-6.8,19,21,19
Harrisburg,-1.07,-6.28,-7.35,15,30,20
St. Pius X (Festus),-10.08,2.51,-7.57,26,13,21
Lincoln,-4.19,-4.11,-8.3,21,23,22
Milan,-9.72,-1.71,-11.43,25,18,23
Scotland County,-7.01,-6.3,-13.31,23,31,24
South Shelby,-4.8,-8.89,-13.69,22,34,25
South Harrison,-9.6,-4.76,-14.35,24,25,26
Cole Camp,-13.41,-2.12,-15.53,35,20,27
Sweet Springs with Malta Bend,-11.09,-5.71,-16.79,28,29,28
South Callaway,-11.36,-5.54,-16.9,31,27,29
Westran,-13.96,-4.03,-17.99,38,22,30
Polo,-18.98,0.77,-18.21,47,15,31
Wellington-Napoleon,-14.32,-5.26,-19.58,39,26,32
Portageville,-11.88,-8.07,-19.96,34,32,33
Ash Grove,-11.2,-12.63,-23.82,30,41,34
Brentwood,-11.51,-12.56,-24.06,32,40,35
Tipton,-11.17,-13.22,-24.39,29,42,36
Cabool,-13.77,-11.87,-25.65,37,37,37
Crest Ridge with Chilhowee,-13.6,-12.24,-25.84,36,38,38
Malden,-14.58,-11.72,-26.3,40,36,39
Plattsburg,-11.6,-15.39,-26.99,33,44,40
Midway,-16.7,-10.47,-27.16,45,35,41
Louisiana,-15.23,-16.01,-31.23,41,45,42
Diamond,-23.33,-8.65,-31.98,53,33,43
Caruthersville,-16.67,-15.39,-32.06,44,43,44
Putnam County,-19.78,-12.47,-32.26,49,39,45
Sarcoxie,-15.57,-21.03,-36.6,42,48,46
Slater,-10.35,-28.03,-38.38,27,56,47
Salisbury,-16.46,-21.98,-38.44,43,49,48
Sherwood,-22.4,-17.85,-40.26,52,46,49
Crystal City,-20.11,-22.08,-42.18,51,50,50
Princeton with Mercer,-17.43,-24.94,-42.37,46,53,51
North Platte,-19.28,-24.47,-43.75,48,51,52
Charleston,-20.01,-26.2,-46.22,50,54,53
Carrollton,-30.3,-19.71,-50.01,57,47,54
Russellville,-28.35,-24.48,-52.83,56,52,55
Pierce City,-26.38,-27.5,-53.88,54,55,56
Miller,-27.92,-29.5,-57.42,55,58,57
Chaffee,-30.4,-28.7,-59.1,58,57,58
Principia,-30.84,-37.46,-68.29,59,59,59
